STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,incgrp,Income situation in relation to the risk of poverty threshold,hhcomp,Household composition,tenure,Tenure status,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2019,,14.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2020,,14.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2021,,14.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2022,,13.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2023,,13.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2024,,13.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,ES,Spain,2025,,13.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2005,,17.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2006,,16.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2007,,17.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2008,,16.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2009,,17.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2010,,17.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2011,,17.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2012,,18.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2013,,18.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2014,,18.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2015,,18.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2016,,19.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2017,,19.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2018,,20.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2019,,22.0,,b,break in time series,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2020,,21.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2021,,22.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2022,,20.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2023,,21.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2024,,21.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,OWN_NL,"Owner, no outstanding mortgage or housing loan",PC,Percentage,HU,Hungary,2025,,22.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,DE,Germany,2005,,14.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,DE,Germany,2010,,14.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,DE,Germany,2011,,14.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,DE,Germany,2012,,14.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,DE,Germany,2013,,14.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,DE,Germany,2014,,14.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,DE,Germany,2015,,14.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,DE,Germany,2016,,14.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,DE,Germany,2017,,14.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,DE,Germany,2018,,14.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,DE,Germany,2019,,14.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,DE,Germany,2020,,14.0,,b,break in time series,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,DE,Germany,2021,,13.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,DE,Germany,2022,,14.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,DE,Germany,2023,,14.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,DE,Germany,2024,,14.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,DE,Germany,2025,,14.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,ES,Spain,2007,,3.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,ES,Spain,2008,,3.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,ES,Spain,2009,,3.7,,b,break in time series,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,ES,Spain,2010,,3.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,ES,Spain,2011,,3.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,ES,Spain,2012,,3.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,ES,Spain,2013,,4.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,ES,Spain,2014,,4.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,ES,Spain,2015,,4.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,ES,Spain,2016,,4.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,ES,Spain,2017,,4.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,ES,Spain,2018,,4.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,ES,Spain,2019,,4.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,ES,Spain,2020,,4.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,ES,Spain,2021,,4.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,ES,Spain,2022,,4.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,ES,Spain,2023,,4.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,ES,Spain,2024,,4.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,ES,Spain,2025,,4.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,HU,Hungary,2005,,2.7,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,HU,Hungary,2006,,2.6,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,HU,Hungary,2007,,2.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,HU,Hungary,2008,,2.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,HU,Hungary,2009,,2.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,HU,Hungary,2010,,2.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,HU,Hungary,2011,,2.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,HU,Hungary,2012,,2.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,HU,Hungary,2013,,2.4,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,HU,Hungary,2014,,2.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,HU,Hungary,2015,,3.0,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,HU,Hungary,2016,,2.8,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,HU,Hungary,2017,,3.2,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,HU,Hungary,2018,,2.9,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,HU,Hungary,2019,,2.0,,b,break in time series,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,HU,Hungary,2020,,2.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,HU,Hungary,2021,,2.1,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,HU,Hungary,2022,,2.5,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,HU,Hungary,2023,,2.3,,,,,
dataflow,ESTAT:ILC_LVHO02(1.0),"Distribution of population by tenure status, type of household and income group",A,Annual,TOTAL,Total,A2,Two adults,RENT,Tenant,PC,Percentage,HU,Hungary,2024,,2.1,,,,,
